listing_id,building_id,apartment_number,list_price,list_date
17378,14558,PHA,6450000,2018-05-21 00:00:00 -0400
17379,14558,14C,3150000,2015-12-03 00:00:00 -0500
17380,14558,4A,7800000,2016-01-28 00:00:00 -0500
17381,14558,3C,2975000,2016-09-23 00:00:00 -0400
17382,14561,1G,365000,2015-02-02 00:00:00 -0500
17383,14561,5D,650000,2016-09-26 00:00:00 -0400
17384,14561,11F,589000,2017-04-17 00:00:00 -0400
17385,14561,2A,575000,2017-02-10 00:00:00 -0500
17386,14561,10B,675000,2017-03-30 00:00:00 -0400
17387,14561,9-F,459000,2014-04-03 00:00:00 -0400
17388,14561,5-A,525000,2017-01-16 00:00:00 -0500
17389,14561,1E,579000,2014-11-04 00:00:00 -0500
17390,14561,1B,749000,2015-03-23 00:00:00 -0400
17391,14561,3D,595000,2018-02-28 00:00:00 -0500
17392,14561,3C,599000,2016-05-12 00:00:00 -0400
17393,14561,4E,650000,2016-09-07 00:00:00 -0400
17394,14561,1G,409000,2016-09-26 15:35:27 -0400
17395,14561,10-E,668000,2016-10-11 00:00:00 -0400
17396,14561,5-C,499000,2016-05-02 00:00:00 -0400
17397,14561,8F,560000,2014-04-25 00:00:00 -0400
17398,14561,6-E,615000,2015-11-04 00:00:00 -0500
17399,14561,6G,630000,2016-03-02 00:00:00 -0500
17400,14561,9E,695000,2017-11-02 00:00:00 -0400
17401,14561,5E,600000,2014-12-05 08:27:14 -0500
17402,14561,1H,699000,2018-08-16 00:00:00 -0400
17403,14561,PH-C,795000,2016-01-07 00:00:00 -0500
17404,14561,2B,700000,2014-01-15 00:00:00 -0500
17405,14561,5B,699000,2014-02-10 00:00:00 -0500
17406,14561,7B,675000,2018-07-26 00:00:00 -0400
17407,14561,1B,1500000,2014-01-15 00:00:00 -0500
17408,14561,PHC,950000,2018-08-09 12:32:57 -0400
17409,14561,PHA,695000,2016-08-15 00:00:00 -0400
17410,14563,14-L,425000,2017-05-16 00:00:00 -0400
17411,14563,7A,1589000,2018-08-11 00:00:00 -0400
17412,14563,10J,1100000,2018-03-14 00:00:00 -0400
17413,14563,4D,850000,2016-04-07 00:00:00 -0400
17414,14563,19J,375000,2016-03-02 00:00:00 -0500
17415,14563,9Q,579000,2016-09-12 00:00:00 -0400
17416,14563,16E,949000,2017-08-17 00:00:00 -0400
17417,14563,17-D,849000,2018-05-16 00:00:00 -0400
17418,14563,8C,1695000,2016-12-15 00:00:00 -0500
17419,14563,12V,659000,2017-07-28 00:00:00 -0400
17420,14563,5F,780000,2017-04-14 00:00:00 -0400
17421,14563,18L,999900,2014-08-05 00:00:00 -0400
17422,14563,10N,549000,2014-06-11 00:00:00 -0400
17423,14563,17A,1599000,2015-02-17 00:00:00 -0500
17424,14563,20F,399000,2014-07-10 00:00:00 -0400
17425,14563,2U,559000,2017-07-27 00:00:00 -0400
17426,14563,1C,1799000,2015-04-07 00:00:00 -0400
17427,14563,20H,469000,2015-03-23 00:00:00 -0400
17428,14563,2G,715000,2015-09-10 00:00:00 -0400
17429,14563,7D,799000,2016-03-15 00:00:00 -0400
17430,14563,3A,1575000,2016-09-06 00:00:00 -0400
17431,14563,14-L,369000,2015-03-11 00:00:00 -0400
17432,14563,4X,859000,2016-02-10 00:00:00 -0500
17433,14563,7K,799000,2016-01-15 00:00:00 -0500
17434,14563,6-E,799000,2016-05-12 19:56:18 -0400
17435,14563,9Z,779000,2016-09-06 00:00:00 -0400
17436,14563,15P,1199000,2017-03-02 00:00:00 -0500
17437,14563,7Y,625000,2017-03-03 00:00:00 -0500
17438,14563,19L,1086000,2014-09-16 00:00:00 -0400
17439,14563,12S,520000,2014-01-08 00:00:00 -0500
17440,14563,7-J,900000,2014-03-05 00:00:00 -0500
17441,14563,6V,579000,2015-02-18 00:00:00 -0500
17442,14563,11P,549000,2014-09-04 00:00:00 -0400
17443,14563,14B,699000,2014-11-14 00:00:00 -0500
17444,14563,8ZA,3195000,2015-01-22 00:00:00 -0500
17445,14563,3P,549000,2015-03-13 00:00:00 -0400
17446,14563,8R,549000,2015-06-04 00:00:00 -0400
17447,14563,8J,995000,2015-06-19 00:00:00 -0400
17448,14563,9V,569000,2015-06-04 00:00:00 -0400
17449,14563,7E,679000,2014-03-03 00:00:00 -0500
17450,14563,17M,369000,2014-07-14 00:00:00 -0400
17451,14563,14R,559000,2015-08-31 00:00:00 -0400
17452,14563,8S,579000,2016-02-10 00:00:00 -0500
17453,14563,2L,349000,2016-04-19 00:00:00 -0400
17454,14563,6Z,749000,2016-04-29 00:00:00 -0400
17455,14563,16D,859000,2017-08-03 00:00:00 -0400
17456,14563,5-N,535000,2016-01-04 00:00:00 -0500
17457,14563,3V,579000,2016-04-26 00:00:00 -0400
17458,14563,2N,549000,2017-04-04 00:00:00 -0400
17459,14563,5P,559000,2016-11-14 00:00:00 -0500
17460,14563,4E,775000,2016-10-17 00:00:00 -0400
17461,14563,2U,525000,2015-05-14 00:00:00 -0400
17462,14563,3Z,859000,2017-03-28 00:00:00 -0400
17463,14563,4P,549000,2014-01-22 00:00:00 -0500
17464,14563,18F,1699000,2014-09-30 00:00:00 -0400
17465,14563,10X,759000,2014-06-06 00:00:00 -0400
17466,14563,10J,999000,2014-12-01 00:00:00 -0500
17467,14563,19H,389000,2015-02-24 00:00:00 -0500
17468,14563,PHFG,899000,2015-02-17 00:00:00 -0500
17469,14563,10F,795000,2015-03-09 00:00:00 -0400
17470,14563,21J,1100000,2015-06-09 00:00:00 -0400
17471,14563,19L,1178000,2017-08-14 00:00:00 -0400
17472,14563,6Y,629000,2017-05-04 00:00:00 -0400
17473,14563,1A,2200000,2017-02-01 00:00:00 -0500
17474,14563,3H,1070000,2016-08-09 00:00:00 -0400
17475,14563,17H,1199000,2017-07-25 00:00:00 -0400
17476,14563,21H,569000,2018-01-18 00:00:00 -0500
17477,14563,9C,1520000,2018-05-02 00:00:00 -0400
17478,14563,10T,515000,2017-07-24 00:00:00 -0400
17479,14563,8F,875000,2018-01-11 00:00:00 -0500
17480,14563,15A,1589000,2018-04-24 00:00:00 -0400
17481,14563,12X,859000,2017-09-26 00:00:00 -0400
17482,14563,12R,549000,2018-08-15 00:00:00 -0400
17483,14563,19D,849000,2017-11-30 00:00:00 -0500
17484,14563,9B,850000,2018-01-10 16:38:35 -0500
17485,14563,11Z,799000,2018-03-19 00:00:00 -0400
17486,14563,17L,549000,2018-03-26 00:00:00 -0400
17487,14563,11M,405000,2015-06-26 00:00:00 -0400
17488,14576,6D,5250000,2015-07-31 00:00:00 -0400
17489,14576,PH1,7500000,2016-02-18 00:00:00 -0500
17490,14576,2A,4195000,2017-09-13 00:00:00 -0400
17491,14576,3B,4995000,2017-11-15 00:00:00 -0500
17492,14576,2D,5250000,2017-08-10 00:00:00 -0400
17493,14576,PH3,6500000,2014-10-03 00:00:00 -0400
17494,14576,MAIS,7999995,2018-01-22 00:00:00 -0500
17495,14576,5AE,4495000,2016-08-30 00:00:00 -0400
17496,14576,2-A,4500000,2018-08-14 00:00:00 -0400
17497,14577,PH,9750000,2018-05-21 00:00:00 -0400
17498,14577,PH,9750000,2018-05-21 00:00:00 -0400
17499,14577,9-FLR,8000000,2018-02-23 00:00:00 -0500
17500,14647,5H,3295000,2014-05-13 00:00:00 -0400
17501,14647,7H,3299000,2016-05-11 12:53:05 -0400
17502,14647,TH-2,6500000,2017-11-15 00:00:00 -0500
17503,14647,2A,4500000,2014-03-16 00:00:00 -0400
17504,14647,5F,3225000,2014-09-05 00:00:00 -0400
17505,14647,7F,3500000,2014-06-05 00:00:00 -0400
17506,14647,4G,2750000,2016-05-26 00:00:00 -0400
17507,14647,5C,2500000,2017-09-11 00:00:00 -0400
17508,14647,4E,4900000,2014-09-24 00:00:00 -0400
17509,14647,3I,3500000,2017-07-06 00:00:00 -0400
17510,14647,6E,4350000,2018-09-04 11:31:27 -0400
17511,14647,3B,4400000,2017-07-17 16:09:38 -0400
17512,14647,6-A,5250000,2017-01-23 00:00:00 -0500
17513,14647,6B,4250000,2018-05-02 00:00:00 -0400
17514,14683,PHN,12750000,2017-11-06 00:00:00 -0500
17515,14683,6-D,3450000,2015-02-18 00:00:00 -0500
17516,14683,11/12F,8875000,2016-02-12 00:00:00 -0500
17517,14683,6C,3500000,2017-09-06 00:00:00 -0400
17518,14683,6A,12750000,2018-07-18 00:00:00 -0400
17519,14683,7A,6995000,2018-04-20 00:00:00 -0400
17520,14683,PHS,11500000,2018-03-02 00:00:00 -0500
17521,14694,8F,4450000,2015-09-23 00:00:00 -0400
17522,14694,9C,4500000,2014-05-08 00:00:00 -0400
17523,14694,4B,5750000,2014-10-15 00:00:00 -0400
17524,14694,6A,2995000,2015-11-09 00:00:00 -0500
17525,14694,PHC,4500000,2017-02-06 00:00:00 -0500
17526,14694,7F,3295000,2016-05-03 00:00:00 -0400
17527,14694,12A,2795000,2017-03-08 00:00:00 -0500
17528,14694,7E,3750000,2018-09-01 00:00:00 -0400
17529,14694,8D,3995000,2018-02-01 00:00:00 -0500
17530,14706,1F,1195000,2016-05-13 00:00:00 -0400
17531,14706,1-F,660000,2015-03-02 20:15:00 -0500
17532,14706,4D,1225000,2017-02-01 00:00:00 -0500
17533,14706,6D,1250000,2015-09-23 00:00:00 -0400
17534,14706,1E,870000,2014-04-10 00:00:00 -0400
17535,14706,6G,1095000,2015-02-18 00:00:00 -0500
17536,14706,6B,1195000,2015-02-05 00:00:00 -0500
17537,14706,2A,1195000,2016-09-07 00:00:00 -0400
17538,14706,1G,1095000,2016-11-10 00:00:00 -0500
17539,14730,TOWNHOUSE,3750000,2016-01-21 00:00:00 -0500
17540,14730,PH/7THFLR,19995000,2018-05-16 00:00:00 -0400
17541,14730,1-B,4900000,2016-04-04 00:00:00 -0400
17542,14742,"",4500000,2015-07-25 00:00:00 -0400
17543,14744,4C,2585000,2015-05-14 00:00:00 -0400
17544,14744,10C,3495000,2018-03-08 00:00:00 -0500
17545,14744,1-D,1400000,2017-07-18 00:00:00 -0400
17546,14744,6D,5395000,2018-04-06 00:00:00 -0400
17547,14757,11A+,4950000,2015-05-26 00:00:00 -0400
17548,14757,4D,2600000,2017-02-03 00:00:00 -0500
17549,14757,15C,2700000,2017-10-05 00:00:00 -0400
17550,14757,7E,1366000,2015-08-24 00:00:00 -0400
17551,14757,6B,1295000,2016-01-12 00:00:00 -0500
17552,14757,7CD,4950000,2014-04-21 00:00:00 -0400
17553,14757,6A,2800000,2016-02-10 00:00:00 -0500
17554,14757,19B,1650000,2018-05-29 00:00:00 -0400
17555,14758,5C,2899000,2016-09-15 00:00:00 -0400
17556,14758,1-D,1875000,2015-07-20 00:00:00 -0400
17557,14758,7B,4950000,2014-01-21 00:00:00 -0500
17558,14758,3D,2300000,2017-05-12 00:00:00 -0400
17559,14758,4A,5250000,2017-10-11 00:00:00 -0400
17560,14764,22P,2495000,2015-06-04 00:00:00 -0400
17561,14764,30K,2375000,2015-05-13 00:00:00 -0400
17562,14764,31V,1130000,2016-02-25 00:00:00 -0500
17563,14764,15D,2750000,2015-10-08 00:00:00 -0400
17564,14764,37D,3260000,2018-04-25 16:23:58 -0400
17565,14764,54-T,9995000,2018-02-15 00:00:00 -0500
17566,14764,53U,1500000,2015-02-26 00:00:00 -0500
17567,14764,25V,1300000,2016-01-28 00:00:00 -0500
17568,14764,50S,3495000,2017-09-13 00:00:00 -0400
17569,14764,45-B,5200000,2017-06-12 00:00:00 -0400
17570,14764,48-K,1198888,2017-07-07 00:00:00 -0400
17571,14764,53-D2,3595000,2015-05-02 00:00:00 -0400
17572,14764,39-Q,1695000,2016-04-06 00:00:00 -0400
17573,14764,49N,1625000,2018-02-08 00:00:00 -0500
17574,14764,42U1,4100000,2014-01-16 00:00:00 -0500
17575,14764,40H,4500000,2015-03-31 00:00:00 -0400
17576,14764,38Q,1150000,2015-07-10 00:00:00 -0400
17577,14764,45D2,3395000,2015-06-17 00:00:00 -0400
17578,14764,24S,2300000,2017-12-12 00:00:00 -0500
17579,14764,16V,1100000,2015-10-28 13:50:33 -0400
17580,14764,21B2,2695000,2016-10-24 00:00:00 -0400
17581,14764,36P3,3250000,2018-03-20 11:31:23 -0400
17582,14764,39-F1,2195000,2016-06-20 00:00:00 -0400
17583,14764,17-Q,925000,2016-05-23 00:00:00 -0400
17584,14764,27-H,1650000,2017-04-10 00:00:00 -0400
17585,14764,20G,1400000,2018-02-06 00:00:00 -0500
17586,14764,35S1,3999000,2014-01-29 20:38:38 -0500
17587,14764,24L,995000,2017-05-25 00:00:00 -0400
17588,14764,20-R,925000,2015-03-09 00:00:00 -0400
17589,14764,31Q,1100000,2015-04-10 00:00:00 -0400
17590,14764,26V,1125000,2015-06-03 00:00:00 -0400
17591,14764,40P1,2200000,2016-03-02 00:00:00 -0500
17592,14764,44Q,1700000,2016-09-06 00:00:00 -0400
17593,14764,27-F,1050000,2014-07-17 00:00:00 -0400
17594,14764,25V,1095000,2014-11-14 00:00:00 -0500
17595,14764,38K,1090000,2016-03-11 00:00:00 -0500
17596,14764,17S,2245000,2017-11-08 00:00:00 -0500
17597,14764,55V,1200000,2018-05-02 00:00:00 -0400
17598,14764,40-H,4500000,2015-03-31 00:00:00 -0400
17599,14764,33P2,2200000,2016-04-08 00:00:00 -0400
17600,14764,39M1,3400000,2014-08-27 00:00:00 -0400
17601,14764,16S,1930000,2018-08-27 00:00:00 -0400
17602,14764,15P3,3395000,2014-08-28 00:00:00 -0400
17603,14764,25G,1575000,2018-08-08 00:00:00 -0400
17604,14764,18B,1699000,2014-02-06 14:52:16 -0500
17605,14764,29V,1100000,2014-04-15 00:00:00 -0400
17606,14764,30B2,2995000,2014-04-22 00:00:00 -0400
17607,14764,40H,4500000,2018-08-29 00:00:00 -0400
17608,14764,48E,1195000,2017-05-22 00:00:00 -0400
17609,14764,24H2,2880000,2018-06-12 00:00:00 -0400
17610,14764,21-J,1075000,2014-04-24 00:00:00 -0400
17611,14764,27P2,2000000,2017-06-06 00:00:00 -0400
17612,14764,33L,1150000,2014-05-16 00:00:00 -0400
17613,14764,43V,1100000,2014-01-07 00:00:00 -0500
17614,14764,27D,1090000,2014-09-12 00:00:00 -0400
17615,14764,31P,1100000,2014-06-30 00:00:00 -0400
17616,14764,29L,1120000,2015-05-07 00:00:00 -0400
17617,14764,34-V,1090000,2016-02-02 00:00:00 -0500
17618,14764,39A,1175000,2015-02-05 00:00:00 -0500
17619,14764,48F,1295000,2014-04-28 00:00:00 -0400
17620,14764,18-G,1599000,2016-06-20 00:00:00 -0400
17621,14764,17-D,990000,2016-08-02 00:00:00 -0400
17622,14764,30T,2300000,2015-11-19 00:00:00 -0500
17623,14764,31U1,4000000,2015-12-11 00:00:00 -0500
17624,14764,17-E,950000,2016-03-15 00:00:00 -0400
17625,14764,39-V,1150000,2016-02-24 00:00:00 -0500
17626,14764,47-F2,3079000,2016-03-10 00:00:00 -0500
17627,14764,19-E,924000,2016-08-12 00:00:00 -0400
17628,14764,33U1,3950000,2016-07-19 00:00:00 -0400
17629,14764,46-F,1250000,2016-07-19 00:00:00 -0400
17630,14764,39-K1,3300000,2015-09-29 00:00:00 -0400
17631,14764,54-F,1450000,2017-04-10 00:00:00 -0400
17632,14764,20K,948800,2017-06-16 15:09:13 -0400
17633,14764,27C,1600000,2015-05-21 00:00:00 -0400
17634,14764,53S,2468000,2017-11-06 00:00:00 -0500
17635,14764,19-N,1500000,2015-03-31 00:00:00 -0400
17636,14764,32K1,2100000,2018-05-15 00:00:00 -0400
17637,14764,21T3,8100000,2015-02-10 00:00:00 -0500
17638,14764,34P1,1785000,2018-07-19 00:00:00 -0400
17639,14764,25Q,1095000,2015-01-06 00:00:00 -0500
17640,14764,53K2,2250000,2016-06-07 00:00:00 -0400
17641,14764,31ZZ,60000,2016-02-04 00:00:00 -0500
17642,14764,34S1,3749000,2018-04-25 00:00:00 -0400
17643,14764,43M1,3400000,2018-04-28 00:00:00 -0400
17644,14764,43R,1175000,2018-06-21 12:26:18 -0400
17645,14764,40M,3700000,2015-05-14 12:56:46 -0400
17646,14764,31D,2995000,2016-09-07 00:00:00 -0400
17647,14764,47U,4450000,2017-04-27 00:00:00 -0400
17648,14764,28-D,3300000,2014-08-21 00:00:00 -0400
17649,14764,42E,1195000,2018-03-23 00:00:00 -0400
17650,14764,30E,999000,2017-07-25 00:00:00 -0400
17651,14764,27A,1100000,2018-08-08 00:00:00 -0400
17652,14764,40B,3500000,2016-09-21 00:00:00 -0400
17653,14764,56B4,5500000,2018-01-03 00:00:00 -0500
17654,14764,23D,1090000,2018-04-24 00:00:00 -0400
17655,14764,35B1,3650000,2018-08-28 00:00:00 -0400
17656,14764,52M1,3245000,2014-02-13 00:00:00 -0500
17657,14770,4A,895000,2014-10-07 00:00:00 -0400
17658,14770,4-B,499000,2015-06-16 00:00:00 -0400
17659,14770,3-F,1150000,2018-04-02 00:00:00 -0400
17660,14774,2F,1950000,2016-03-24 09:01:30 -0400
17661,14774,PHB,5000000,2017-07-17 00:00:00 -0400
17662,14774,8-G,3825000,2017-10-10 00:00:00 -0400
17663,14774,4A,1500000,2016-10-04 00:00:00 -0400
17664,14774,2E,1750000,2018-03-07 00:00:00 -0500
17665,14774,7-F,2150000,2015-10-05 00:00:00 -0400
17666,14774,2-C,2850000,2014-05-12 00:00:00 -0400
17667,14774,7A,3250000,2017-04-14 00:00:00 -0400
17668,14774,8-C,1095000,2015-09-14 00:00:00 -0400
17669,14774,7-C,1175000,2016-02-09 00:00:00 -0500
17670,14774,6D,1920000,2017-07-10 00:00:00 -0400
17671,14774,7-E,2250000,2014-03-04 00:00:00 -0500
17672,14774,8G,3350000,2014-04-29 00:00:00 -0400
17673,14774,7D,1800000,2018-04-16 00:00:00 -0400
17674,14774,7B,3349000,2018-04-30 00:00:00 -0400
17675,14778,3F,669000,2015-01-09 00:00:00 -0500
17676,14778,11N,335000,2014-02-10 00:00:00 -0500
17677,14778,3J,775000,2016-09-19 00:00:00 -0400
17678,14778,10L,679000,2018-02-28 00:00:00 -0500
17679,14778,12-D,1875000,2018-06-11 00:00:00 -0400
17680,14778,4-A,1825000,2018-08-21 00:00:00 -0400
17681,14778,4G,675000,2015-09-09 12:54:07 -0400
17682,14778,12D,1495000,2015-03-24 17:21:55 -0400
17683,14778,16-J,750000,2016-06-01 00:00:00 -0400
17684,14778,5N,450000,2017-03-24 00:00:00 -0400
17685,14778,7-F,695000,2018-07-19 00:00:00 -0400
17686,14778,5H,1275000,2018-05-14 10:35:11 -0400
17687,14778,16A,1575000,2016-06-01 00:00:00 -0400
17688,14778,11HJ,2495000,2014-03-28 00:00:00 -0400
17689,14778,8D,1200000,2014-04-10 14:47:39 -0400
17690,14778,2D,1325000,2014-07-28 00:00:00 -0400
17691,14778,15-F,550000,2015-02-03 00:00:00 -0500
17692,14778,5D,1350000,2015-05-07 00:00:00 -0400
17693,14791,Building,38500000,2014-03-04 00:00:00 -0500
17694,14801,3C,1495000,2016-02-17 00:00:00 -0500
17695,14801,6-A,2250000,2017-05-10 00:00:00 -0400
17696,14801,5A,2450000,2015-07-01 00:00:00 -0400
17697,14801,PHA,5800000,2015-10-14 00:00:00 -0400
17698,14801,4D,1300000,2018-06-04 17:57:47 -0400
17699,14804,PH19A,1195000,2018-03-22 10:54:51 -0400
17700,14804,PH19A,1095000,2014-09-29 00:00:00 -0400
17701,14804,9B,759000,2016-04-19 00:00:00 -0400
17702,14804,12M,495000,2014-10-06 00:00:00 -0400
17703,14804,3-X,445000,2014-09-06 00:00:00 -0400
17704,14804,2V,675000,2016-04-18 00:00:00 -0400
17705,14804,17E,895000,2016-01-21 00:00:00 -0500
17706,14804,4N,599000,2018-04-25 00:00:00 -0400
17707,14804,2B,999000,2016-02-24 00:00:00 -0500
17708,14804,5J,449000,2014-09-18 00:00:00 -0400
17709,14804,2M,495000,2017-05-05 16:43:49 -0400
17710,14804,7J ,550000,2018-08-17 10:06:19 -0400
17711,14804,1E,675000,2016-09-01 02:13:57 -0400
17712,14804,7F,1295000,2017-03-09 00:00:00 -0500
17713,14804,10N,549000,2018-04-17 00:00:00 -0400
17714,14804,1F,1599000,2017-04-03 00:00:00 -0400
17715,14804,7N,549000,2017-10-28 17:54:59 -0400
17716,14804,9P,719000,2017-10-26 00:00:00 -0400
17717,14804,11M,495000,2015-02-26 00:00:00 -0500
17718,14804,8-GHJ,1900000,2016-04-05 00:00:00 -0400
17719,14804,8V,739000,2015-04-22 14:35:13 -0400
17720,14804,3W,969000,2017-11-06 00:00:00 -0500
17721,14804,7D,575000,2018-03-22 00:00:00 -0400
17722,14804,11W,550000,2016-03-23 00:00:00 -0400
17723,14804,6-N,525000,2016-07-08 00:00:00 -0400
17724,14804,8S,435000,2014-09-02 00:00:00 -0400
17725,14804,9V,749000,2015-01-23 00:00:00 -0500
17726,14804,4v,649000,2015-03-20 17:42:42 -0400
17727,14804,2-P,675000,2014-11-06 00:00:00 -0500
17728,14804,4M,599000,2015-06-01 00:00:00 -0400
17729,14804,2A,749000,2018-04-16 16:34:50 -0400
17730,14804,12D,529000,2015-09-08 00:00:00 -0400
17731,14804,6H,495000,2016-02-12 00:00:00 -0500
17732,14804,10F,1400000,2016-08-10 00:00:00 -0400
17733,14804,12A,495000,2016-10-17 00:00:00 -0400
17734,14804,16F,849900,2016-09-14 00:00:00 -0400
17735,14804,7E,549000,2018-01-17 11:42:43 -0500
17736,14804,6L,668000,2016-05-31 00:00:00 -0400
17737,14804,8-D,499000,2018-06-13 00:00:00 -0400
17738,14804,14J,575000,2018-05-08 16:00:08 -0400
17739,14804,1H,849000,2017-04-07 16:53:52 -0400
17740,14804,15-H,525000,2016-10-11 00:00:00 -0400
17741,14804,6-J,495000,2016-06-15 00:00:00 -0400
17742,14804,11-K,799000,2015-10-01 00:00:00 -0400
17743,14804,2H,499000,2015-11-09 21:01:20 -0500
17744,14804,4D,499000,2016-04-29 00:00:00 -0400
17745,14804,9X,550000,2015-05-18 00:00:00 -0400
17746,14804,5NP,1349000,2014-10-08 13:08:25 -0400
17747,14804,9D,445000,2014-10-08 00:00:00 -0400
17748,14804,3X,445000,2014-09-06 00:00:00 -0400
17749,14804,2G,599000,2014-05-21 00:00:00 -0400
17750,14804,4H,429000,2014-08-19 12:25:00 -0400
17751,14804,5D,469000,2014-09-13 17:06:20 -0400
17752,14804,8F,1300000,2014-05-14 15:48:31 -0400
17753,14804,19C,750000,2015-09-08 00:00:00 -0400
17754,14804,4-K,975000,2018-09-04 00:00:00 -0400
17755,14804,9-M,525000,2017-05-30 00:00:00 -0400
17756,14804,5C,885000,2014-03-27 00:00:00 -0400
17757,14804,6K,800000,2014-01-08 00:00:00 -0500
17758,14804,4K,849000,2014-02-03 00:00:00 -0500
17759,14804,6P,718000,2014-01-21 00:00:00 -0500
17760,14804,6P,718000,2014-01-21 00:00:00 -0500
17761,14804,12-G,749000,2017-06-07 00:00:00 -0400
17762,14804,5S,390000,2014-07-15 00:00:00 -0400
17763,14804,5S,429000,2016-11-11 00:00:00 -0500
17764,14804,7/6M,1150000,2014-08-15 00:00:00 -0400
17765,14804,5B,565000,2014-05-05 00:00:00 -0400
17766,14804,2J,599000,2015-07-20 00:00:00 -0400
17767,14804,14A,535000,2018-04-02 14:32:54 -0400
17768,14804,10R,1549000,2016-06-30 00:00:00 -0400
17769,14804,PH18B,1875000,2018-01-10 00:00:00 -0500
17770,14804,2G,729000,2018-05-04 08:35:09 -0400
17771,14804,6W,925000,2018-07-03 12:02:42 -0400
17772,14804,3U,650000,2015-03-23 00:00:00 -0400
17773,14804,16-D,829000,2017-07-25 00:00:00 -0400
17774,14804,15E,650000,2018-08-15 15:08:01 -0400
17775,14813,PH,3295000,2014-04-22 00:00:00 -0400
17776,14813,5-AB,1995000,2016-09-13 00:00:00 -0400
17777,14813,5C,1345000,2016-02-08 06:07:48 -0500
17778,14813,1B,1350000,2015-01-13 00:00:00 -0500
17779,14813,2C,1095000,2016-11-10 00:00:00 -0500
17780,14813,4D,1230000,2016-07-07 00:00:00 -0400
17781,14813,303,1075000,2018-08-10 00:00:00 -0400
17782,14813,5D,1450000,2015-03-31 00:00:00 -0400
17783,14830,12-EF,1695000,2017-04-06 00:00:00 -0400
17784,14830,8-D,825000,2017-02-27 00:00:00 -0500
17785,14830,6F,825000,2017-02-14 00:00:00 -0500
17786,14830,12D,1075000,2017-10-31 00:00:00 -0400
17787,14830,3DE,1850000,2017-04-20 00:00:00 -0400
17788,14830,8E,410000,2018-02-14 00:00:00 -0500
17789,14830,10-F,845000,2015-04-23 00:00:00 -0400
17790,14830,4F,825000,2018-03-12 00:00:00 -0400
17791,14830,3B,825000,2016-11-22 00:00:00 -0500
17792,14830,12A,1565000,2017-01-14 00:00:00 -0500
17793,14830,6F,825000,2015-01-09 00:00:00 -0500
17794,14830,5B,899000,2014-03-17 00:00:00 -0400
17795,14830,5D,825000,2014-02-05 00:00:00 -0500
17796,14830,2EF,1650000,2018-09-04 00:00:00 -0400
17797,14830,14D,975000,2017-05-03 20:06:49 -0400
17798,14835,113,2195000,2015-07-22 00:00:00 -0400
17799,14835,111,1699000,2017-04-19 00:00:00 -0400
17800,14835,33,2195000,2017-02-20 00:00:00 -0500
17801,14835,92,2895000,2015-09-09 00:00:00 -0400
17802,14835,105,1695,2015-10-15 00:00:00 -0400
17803,14835,66,1395000,2014-11-20 00:00:00 -0500
17804,14835,31,1325000,2014-05-01 00:00:00 -0400
17805,14835,106,1540000,2017-06-17 00:00:00 -0400
17806,14835,31,1575000,2018-01-23 00:00:00 -0500
17807,14835,81,1495000,2018-04-13 00:00:00 -0400
17808,14835,125,1500000,2018-04-26 00:00:00 -0400
17809,14868,7B,2760000,2017-06-16 00:00:00 -0400
17810,14868,9N,2300000,2014-01-29 00:00:00 -0500
17811,14868,3K,1620000,2017-06-16 00:00:00 -0400
17812,14868,5R,1125000,2017-06-16 00:00:00 -0400
17813,14868,5J,1810000,2017-06-16 00:00:00 -0400
17814,14868,12H,2520000,2017-06-16 00:00:00 -0400
17815,14868,7P,1800000,2017-06-09 14:16:03 -0400
17816,14868,9M,2195000,2017-06-16 00:00:00 -0400
17817,14868,21B,21000000,2016-04-08 00:00:00 -0400
17818,14868,3U,1700000,2014-09-25 00:00:00 -0400
17819,14868,18B,8650000,2014-01-17 00:00:00 -0500
17820,14868,6K,1780000,2017-06-16 00:00:00 -0400
17821,14868,5A,4295000,2017-03-01 00:00:00 -0500
17822,14868,19F,2370000,2014-02-10 00:00:00 -0500
17823,14868,5E,2132140,2014-01-23 00:00:00 -0500
17824,14868,5F,1940000,2014-04-15 00:00:00 -0400
17825,14868,11A,3715000,2017-06-16 00:00:00 -0400
17826,14868,17D,2800000,2017-06-16 00:00:00 -0400
17827,14868,18F,2320000,2017-06-16 00:00:00 -0400
17828,14868,7K,1775000,2017-06-16 00:00:00 -0400
17829,14868,12B,2640000,2017-06-16 00:00:00 -0400
17830,14868,18D,2550000,2017-06-16 00:00:00 -0400
17831,14868,10A,3635000,2017-06-16 00:00:00 -0400
17832,14868,16N,4270000,2014-04-22 00:00:00 -0400
17833,14868,19A,2800000,2017-06-16 00:00:00 -0400
17834,14868,15B,3120000,2017-06-16 00:00:00 -0400
17835,14868,16B,2890000,2017-06-16 00:00:00 -0400
17836,14868,3J,1830000,2017-06-16 00:00:00 -0400
17837,14868,5P,1150000,2017-06-16 00:00:00 -0400
17838,14868,6B,2450000,2017-06-16 00:00:00 -0400
17839,14868,17A,2900000,2017-06-16 00:00:00 -0400
17840,14868,7H,2210000,2017-06-16 00:00:00 -0400
17841,14868,15G,2420000,2017-06-16 00:00:00 -0400
17842,14868,16M,2710000,2017-06-16 00:00:00 -0400
17843,14868,18E,7800000,2017-07-05 00:00:00 -0400
